Product Name,Category,List_Price,Special_price,Description,Rating,Img_url,Product_url
Powered Hand Truck for Stair Climbing with 150 lbs. Weight Capacity - Voltstair GO,Hand Trucks and Dollies,"$1,329.99",$999.99,"The Powered Hand Truck - Voltstair GO is a budget-friendly alternative to industrial-grade hand trucks that are ideal for residential or professional use. Its state-of-the-art GO track system folds out and grabs onto any set of stairs with wide-spaced teeth. Three user-friendly labels show when to go, slow, or stop with color-coded buttons on the cushioned-grip handlebar.

A 150-pound weight capacity gives you enough power to carry furniture, files, and medical devices up and down stairs. The hand trolley can be used indoors or outdoors, and its rechargeable lithium-ion battery can handle 100 flights per charge!

Maximize productivity without risking injury with this affordable power hand truck.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/volstair_go.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/powered-stair-climbing-volstair-go-53326.html
Dolly Powered Stair Climbing Hand Truck - Voltstair TITAN with Rechargeable Battery and 440 lb. Weight Capacity from Climbing Steps,Hand Trucks and Dollies,"$2,659.99","$1,999.99","The Powered Hand Truck - Voltstair TITAN boasts portable, powerful performance for hauls exceeding 400 pounds. Load large, heavy items onto the oversized platform, and the lithium-battery-powered motor does the heavy lifting the rest of the way.

Samsung's powerful battery charges quickly and has a range of 100 stairs on a single charge.

The stair climber has 3 different speeds to choose from. When traveling up and down stairs, you can alternate between 24, 30, or 40 steps per minute. On flat surfaces, fold out the second pair of handles and guide the hand cart using the casters attached to the bottom.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/volstair_titan.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/powered-stair-lift-volstair-titan-53328.html
Powered Stair Climbing Hand Truck - Voltstair X-Climber with 375 Pound Support from Climbing Steps,Hand Trucks and Dollies,"$2,659.99","$1,999.99","Improve productivity and increase safety with the Powered Hand Truck - Voltstair X-Climber. The powerful battery can handle up to 100 stairs at a time with durable pneumatic wheels and 2-inch reinforcement casters in the back. Change the speed, direction, and power of the hand truck with easy-to-use controls that you can operate with the push of a button. An adjustable handle moves up and down, with a 12-inch range. The aluminum construction offers a strong frame and sturdy platform that securely holds heavy loads up to 375 pounds. Move up and down staircases indoors and outdoors while letting this electronic hand truck lend a helping hand.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/volstar_x-climber.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/powered-hand-truck-volstair-xclimber-53329.html
Voltstair Hercules Motorized Battery Stair Climbing Hand Truck Portable Dolly for Transportation Moving Lifting with 500 lbs. Weight Capacity - Features Straps | Brakes | Speed Control,Hand Trucks and Dollies,"$2,786.35","$2,095.00","The Powered Hand Truck- Voltstair HERCULES is a groundbreaking product for users of nearly any age to transport large items up and down the stairs. It allows users to carry heavy items up and down stairs, transition between indoor and outdoor spaces, and easily navigate ramps, narrow spaces, and elevators. 

A lithium battery by Samsung provides powerful performance that can move up and down 100 stairs on a single charge! The removable battery and lightweight frame make it ideal for delivery drivers, EMTs, and outpatient clinics who need a versatile hand truck they can use on the go. It's easy to set up and operate indoors or outdoors to deliver products to offices, clinics, and hospitals.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/volstair_hercules.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/powered-stair-lift-volstair-hercules-53327.html
8001 Large Oxygen Cylinder Cart,Oxygen Carts,$564.54,$394.78,"The 8001 Large Oxygen Cylinder Cart is designed to safely transport a large oxygen cylinder or reservoir on flat free polyurethane foam tires and with the use of a rubber-padded rotary stair climber. Also included with this zinc-plated, two-wheeled cart are two securing chains to ensure safe transport within a facility, when used for delivery, and for a safe transport up a flight of stairs.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/FWF-1181-Large Cylinder Carts.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/8001-bt-large-oxygen-cylinder-cart-33816.html
HT-4 BT Large Oxygen Cylinder Cart,Oxygen Carts,$587.66,$410.95,"The HT-4 Large Oxygen Cylinder Cart can carry one large oxygen cylinder. This zinc plated, heavy duty delivery cart has a collapsible four wheel assembly with two 10"" x 2.5"" polyurethane foam, flat free tires in front and two swivel locking casters in back for extra support.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/FWF-1215-Large Cylinder Carts.jpg&newwidth=540&quality=80,https://www.rehabmart.com/product/ht4-bt-large-oxygen-cylinder-cart-33820.html
"Magliner Hand Truck, Folding, Lightweight Straight Frame & Balloon Cushion Wheels",Hand Trucks and Dollies,$624.27,$436.55,"You can use the upright folding hand truck indoors or outdoors; the Magliner Folding Hand Truck with Straight Frame and Balloon Cushion Wheels is your answer to carrying more than one object at a time. The classic hand truck styling features an oversized flat nose plate that can keep your object held in place over nearly any surface. 

Balloon cushion wheels are more forgiving, allowing you to roll over uneven floors and rough surfaces without losing your cargo. Increase safety in the workplace by reducing injuries and mishaps caused by standard dollies with inferior capability. Magliner makes the most durable delivery equipment in the business, and their latest model is better than ever.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/fta11e1al.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/magliner-folding-truck-hand-straight-frame-balloon-cushion-wheels-51451.html
"Folding Hand Truck by Magliner, Straight Frame & Mold-On Wheels, 500-lb. Capacity",Hand Trucks and Dollies,$628.70,$439.65,"The Magliner Folding Hand Truck with Straight Frame and Mold-On Wheels is a convenient choice for indoor use. Equipped to handle outdoor deliveries but especially quiet for use on surfaces inside buildings, the mold-on wheels give you a virtually noise-free option. The foldable construction is excellent for storage and is smaller than nearly any other hand truck. Store this in your closet or the back of a vehicle between deliveries and quickly unfold it to an upright position when you're ready for the next load. Magliner hand trucks are the strongest on the market, and this lightweight model will carry boxes and other materials weighing up to 500 pounds.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/fta19e11l.webp&quality=80&newwidth=540,https://www.rehabmart.com/product/magliner-folding-truck-hand-straight-frame-mold-on-wheels-51452.html
"Magliner Folding Hand Truck with Curved Frame, Balloon Cushion Wheels, 500-lb. Capacity",Hand Trucks and Dollies,$636.06,$444.80,"The Magliner Folding Hand Truck with Curved Frame and Balloon Cushion Wheels takes the classic dolly design and turns it into the most versatile product of its kind. Use this to carry cylinders and tanks over sidewalks, ramps, carpeting, and cracks. Additionally, 8-inch balloon cushion wheels handle nearly impact while taking the stress off the operator's hands, shoulders, and back. You can fold this up to stow away when you're finished delivering essential items with nearly zero effort. Just release the latch with one hand and watch it drop down to a smaller position than nearly any hand truck of its type.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/fca11e1ar.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/magliner-folding-truck-hand-curved-frame-balloon-cushion-wheels-51450.html
"Convertible Hand Truck for Flat or Upright Use, Lightweight Frame, Balloon Cushion Wheels, Gemini Jr. by Magliner",Hand Trucks and Dollies,$696.28,$523.52,"The Magliner Gemini Jr. Convertible Hand Truck with Balloon Cushion Wheels will increase productivity in any professional setting. Load up to 500 pounds upright or switch it to a flat position and carry as much as 1000 pounds. A slighter profile is as strong as ever while taking up less space in your office or warehouse. 

Store the lightweight hand truck upright and convert it to the platform configuration in seconds when you're ready to use it. Drive the hand truck over nearly any surface with minimal resistance, as the balloon cushion wheels absorb most of the impact so you can push it comfortably.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/06~1.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/magliner-gemini-jr-convertible-hand-truck-balloon-cushion-wheels-51447.html
Convertible Hand Truck with Solid Rubber Wheels | Magliner Gemini Sr.,Hand Trucks and Dollies,$696.93,$524.01,"A leader in delivery tools for over 70 years, Magliner produces the most durable equipment for moving essential supplies in and out of the workplace. Whether you need to carry numerous boxes on the platform or large items up to 500 lbs on the dolly-style hand truck, you'll have the space and strength you need for the job.

Featuring solid rubber wheels and polyurethane casters, you'll be able to handle any surface without the risk of flat tires or tears. Run this over gravel, dirt, concrete, and other rough surfaces with confidence knowing it is built to handle any job, any time you need.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/05~1.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/magliner-gemini-sr-convertible-hand-truck-solid-rubber-wheels-51449.html
Convertible Hand Truck with Pneumatic Wheels | Magliner Gemini Jr.,Hand Trucks and Dollies,$697.93,$524.76,"If you need a smaller hand truck that's still capable of handling the demands of a busy workplace, this is an option to consider. With a 1,000-pound maximum capacity, you won't sacrifice productivity by choosing the most compact model in the impressive line of hand trucks by Magliner.

This Gemini Jr. Convertible Hand Truck has pneumatic wheels that are ideal for indoor and outdoor use. Inflate the wheels to an optimal level for your daily needs, and enjoy a smoother ride that's more forgiving to bumps, cracks, and uneven surfaces. You'll rely on this product daily and enjoy the benefits of its sleek and strong design.",,//image.rehabmart.com/include-mt/img-resize.asp?output=webp&path=/imagesfromrd/06~2.jpg&quality=80&newwidth=540,https://www.rehabmart.com/product/magliner-gemini-jr-convertible-hand-truck-4-ply-pneumatic-wheels-51448.html
